Rental ID,Rental Date,Month,Day of Week,Season,Customer Type,Rental Item,Rental Duration,Quantity,Unit Price,Add-on,Add-on Revenue,Discount Amount,Total Revenue,Employee Name,Launch Site,Payment Method,Weather
WSR-2026-2347,2026-08-30,August,Sunday,Summer,Resort Guest,Single Kayak,2 Hours,1,45.60,Dry Bag,6.00,0.00,51.60,Chloe Nguyen,Lagoon Launch,Credit Card,Sunny
WSR-2026-2348,2026-08-30,August,Sunday,Summer,Group/Event,Stand-Up Paddle Board,1 Hour,1,31.20,None,0.00,0.00,31.20,Mia Thompson,Marina Kiosk,Debit Card,Sunny
WSR-2026-2349,2026-08-30,August,Sunday,Summer,Member,Snorkel Set,2 Hours,1,21.60,None,0.00,2.16,19.44,Finn Johnson,Lagoon Launch,Credit Card,Sunny
WSR-2026-2350,2026-08-30,August,Sunday,Summer,Resort Guest,Single Kayak,1 Hour,1,28.80,None,0.00,0.00,28.80,Ava Martinez,Harbor Dock,Credit Card,Cloudy
WSR-2026-2351,2026-08-31,August,Monday,Summer,Group/Event,Surfboard,1 Hour,1,24.64,None,0.00,2.46,22.18,Ava Martinez,Harbor Dock,Credit Card,Cloudy
WSR-2026-2352,2026-08-31,August,Monday,Summer,Online Booking,Single Kayak,1 Hour,1,26.88,None,0.00,0.00,26.88,Finn Johnson,Beachfront Hut,Debit Card,Cloudy
WSR-2026-2353,2026-08-31,August,Monday,Summer,Group/Event,Fishing Kayak,2 Hours,1,56.00,Waterproof Speaker,12.00,0.00,68.00,Chloe Nguyen,Lagoon Launch,Debit Card,Sunny
WSR-2026-2354,2026-08-31,August,Monday,Summer,Online Booking,Stand-Up Paddle Board,Full Day,1,98.56,None,0.00,0.00,98.56,Emma Wilson,Harbor Dock,Cash,Sunny
WSR-2026-2355,2026-08-31,August,Monday,Summer,Group/Event,Wetsuit Rental,Half Day,1,26.88,Premium Life Jacket,7.00,1.69,32.19,Isaac Patel,Beachfront Hut,Cash,Sunny
WSR-2026-2356,2026-08-31,August,Monday,Summer,Group/Event,Tandem Kayak,Full Day,1,125.44,Phone Pouch,5.00,13.04,117.40,Diego Ramirez,Lagoon Launch,Credit Card,Sunny
WSR-2026-2357,2026-08-31,August,Monday,Summer,Walk-in,Tandem Kayak,2 Hours,1,58.24,Cooler Rental,10.00,0.00,68.24,Mia Thompson,Marina Kiosk,Debit Card,Sunny
WSR-2026-2358,2026-08-31,August,Monday,Summer,Group/Event,Single Kayak,1 Hour,1,26.88,Phone Pouch,5.00,0.00,31.88,Ava Martinez,Marina Kiosk,Debit Card,Sunny
WSR-2026-2359,2026-08-31,August,Monday,Summer,Walk-in,Bodyboard,2 Hours,1,24.64,None,0.00,1.23,23.41,Hannah Brooks,Lagoon Launch,Credit Card,Sunny
WSR-2026-2360,2026-09-01,September,Tuesday,Fall,Online Booking,Fishing Kayak,2 Hours,1,50.00,Phone Pouch,5.00,0.00,55.00,Grace Lee,Beachfront Hut,Gift Card,Sunny
WSR-2026-2361,2026-09-01,September,Tuesday,Fall,Walk-in,Stand-Up Paddle Board,2 Hours,1,42.00,Dry Bag,6.00,0.00,48.00,Mia Thompson,Harbor Dock,Credit Card,Sunny
WSR-2026-2362,2026-09-01,September,Tuesday,Fall,Online Booking,Snorkel Set,2 Hours,1,18.00,Dry Bag,6.00,0.00,24.00,Finn Johnson,Resort Pier,Credit Card,Sunny
WSR-2026-2363,2026-09-01,September,Tuesday,Fall,Online Booking,Wetsuit Rental,Half Day,1,24.00,None,0.00,0.00,24.00,Mia Thompson,Beachfront Hut,Credit Card,Rainy
WSR-2026-2364,2026-09-01,September,Tuesday,Fall,Member,Single Kayak,2 Hours,1,38.00,GoPro Mount,8.00,4.60,41.40,Finn Johnson,Beachfront Hut,Credit Card,Sunny
WSR-2026-2365,2026-09-01,September,Tuesday,Fall,Online Booking,Tandem Kayak,2 Hours,1,52.00,None,0.00,0.00,52.00,Ben Carter,Harbor Dock,Debit Card,Cloudy
WSR-2026-2366,2026-09-01,September,Tuesday,Fall,Online Booking,Single Kayak,1 Hour,1,24.00,Dry Bag,6.00,0.00,30.00,Mia Thompson,Resort Pier,Credit Card,Sunny
WSR-2026-2367,2026-09-02,September,Wednesday,Fall,Online Booking,Snorkel Set,1 Hour,1,12.00,None,0.00,0.00,12.00,Grace Lee,Harbor Dock,Gift Card,Windy
WSR-2026-2368,2026-09-02,September,Wednesday,Fall,Resort Guest,Single Kayak,Full Day,1,84.00,Premium Life Jacket,7.00,0.00,91.00,Hannah Brooks,Harbor Dock,Mobile Pay,Sunny
WSR-2026-2369,2026-09-02,September,Wednesday,Fall,Online Booking,Wetsuit Rental,2 Hours,1,16.00,None,0.00,0.00,16.00,Finn Johnson,Harbor Dock,Cash,Sunny
WSR-2026-2370,2026-09-02,September,Wednesday,Fall,Member,Stand-Up Paddle Board,1 Hour,1,26.00,Phone Pouch,5.00,4.65,26.35,Grace Lee,Harbor Dock,Credit Card,Sunny
WSR-2026-2371,2026-09-02,September,Wednesday,Fall,Online Booking,Stand-Up Paddle Board,Half Day,1,62.00,None,0.00,0.00,62.00,Ben Carter,Resort Pier,Debit Card,Rainy
WSR-2026-2372,2026-09-02,September,Wednesday,Fall,Online Booking,Stand-Up Paddle Board,1 Hour,1,26.00,Waterproof Speaker,12.00,0.00,38.00,Ava Martinez,Marina Kiosk,Mobile Pay,Cloudy
WSR-2026-2373,2026-09-02,September,Wednesday,Fall,Walk-in,Single Kayak,Full Day,1,84.00,None,0.00,0.00,84.00,Emma Wilson,Resort Pier,Mobile Pay,Sunny
WSR-2026-2374,2026-09-02,September,Wednesday,Fall,Online Booking,Surfboard,Half Day,1,54.00,None,0.00,0.00,54.00,Mia Thompson,Lagoon Launch,Credit Card,Sunny
WSR-2026-2375,2026-09-02,September,Wednesday,Fall,Resort Guest,Bodyboard,Half Day,1,34.00,Premium Life Jacket,7.00,2.05,38.95,Chloe Nguyen,Resort Pier,Credit Card,Sunny
WSR-2026-2376,2026-09-02,September,Wednesday,Fall,Walk-in,Surfboard,1 Hour,1,22.00,None,0.00,0.00,22.00,Emma Wilson,Resort Pier,Mobile Pay,Sunny
WSR-2026-2377,2026-09-02,September,Wednesday,Fall,Group/Event,Single Kayak,Half Day,1,58.00,None,0.00,5.80,52.20,Emma Wilson,Lagoon Launch,Credit Card,Sunny
WSR-2026-2378,2026-09-03,September,Thursday,Fall,Walk-in,Snorkel Set,Full Day,1,40.00,None,0.00,0.00,40.00,Hannah Brooks,Lagoon Launch,Debit Card,Cloudy
WSR-2026-2379,2026-09-03,September,Thursday,Fall,Walk-in,Surfboard,Full Day,1,76.00,Premium Life Jacket,7.00,0.00,83.00,Isaac Patel,Lagoon Launch,Cash,Sunny
WSR-2026-2380,2026-09-03,September,Thursday,Fall,Group/Event,Stand-Up Paddle Board,2 Hours,1,42.00,None,0.00,2.10,39.90,Ava Martinez,Lagoon Launch,Cash,Sunny
WSR-2026-2381,2026-09-03,September,Thursday,Fall,Online Booking,Bodyboard,1 Hour,1,14.00,Phone Pouch,5.00,0.00,19.00,Emma Wilson,Marina Kiosk,Credit Card,Sunny
WSR-2026-2382,2026-09-03,September,Thursday,Fall,Walk-in,Single Kayak,1 Hour,1,24.00,None,0.00,0.00,24.00,Ben Carter,Beachfront Hut,Credit Card,Sunny
WSR-2026-2383,2026-09-03,September,Thursday,Fall,Online Booking,Bodyboard,2 Hours,1,22.00,Dry Bag,6.00,0.00,28.00,Hannah Brooks,Harbor Dock,Credit Card,Cloudy
WSR-2026-2384,2026-09-03,September,Thursday,Fall,Walk-in,Stand-Up Paddle Board,Full Day,1,88.00,Cooler Rental,10.00,0.00,98.00,Ben Carter,Harbor Dock,Debit Card,Sunny
WSR-2026-2385,2026-09-03,September,Thursday,Fall,Resort Guest,Single Kayak,1 Hour,1,24.00,Dry Bag,6.00,0.00,30.00,Mia Thompson,Lagoon Launch,Cash,Windy
WSR-2026-2386,2026-09-04,September,Friday,Fall,Walk-in,Bodyboard,2 Hours,1,22.00,GoPro Mount,8.00,0.00,30.00,Chloe Nguyen,Lagoon Launch,Gift Card,Cloudy
WSR-2026-2387,2026-09-04,September,Friday,Fall,Resort Guest,Stand-Up Paddle Board,Half Day,1,62.00,GoPro Mount,8.00,0.00,70.00,Chloe Nguyen,Resort Pier,Credit Card,Sunny
WSR-2026-2388,2026-09-04,September,Friday,Fall,Walk-in,Hydro Bike,2 Hours,1,48.00,None,0.00,0.00,48.00,Hannah Brooks,Lagoon Launch,Debit Card,Sunny
WSR-2026-2389,2026-09-04,September,Friday,Fall,Resort Guest,Stand-Up Paddle Board,1 Hour,1,26.00,None,0.00,0.00,26.00,Mia Thompson,Resort Pier,Debit Card,Sunny
WSR-2026-2390,2026-09-04,September,Friday,Fall,Online Booking,Fishing Kayak,2 Hours,1,50.00,Cooler Rental,10.00,0.00,60.00,Hannah Brooks,Resort Pier,Cash,Sunny
WSR-2026-2391,2026-09-04,September,Friday,Fall,Online Booking,Wetsuit Rental,2 Hours,1,16.00,None,0.00,0.00,16.00,Diego Ramirez,Marina Kiosk,Credit Card,Rainy
WSR-2026-2392,2026-09-04,September,Friday,Fall,Walk-in,Pedal Boat,2 Hours,1,58.00,None,0.00,0.00,58.00,Emma Wilson,Lagoon Launch,Debit Card,Sunny
WSR-2026-2393,2026-09-04,September,Friday,Fall,Walk-in,Surfboard,2 Hours,1,36.00,GoPro Mount,8.00,0.00,44.00,Hannah Brooks,Resort Pier,Debit Card,Cloudy
WSR-2026-2394,2026-09-05,September,Saturday,Fall,Group/Event,Bodyboard,1 Hour,1,15.12,Phone Pouch,5.00,2.01,18.11,Grace Lee,Resort Pier,Credit Card,Sunny
WSR-2026-2395,2026-09-05,September,Saturday,Fall,Resort Guest,Snorkel Set,1 Hour,1,12.96,None,0.00,0.00,12.96,Finn Johnson,Resort Pier,Credit Card,Sunny
WSR-2026-2396,2026-09-05,September,Saturday,Fall,Online Booking,Snorkel Set,1 Hour,1,12.96,None,0.00,0.00,12.96,Hannah Brooks,Beachfront Hut,Debit Card,Cloudy
WSR-2026-2397,2026-09-05,September,Saturday,Fall,Online Booking,Stand-Up Paddle Board,Full Day,1,95.04,None,0.00,0.00,95.04,Chloe Nguyen,Lagoon Launch,Debit Card,Rainy
WSR-2026-2398,2026-09-05,September,Saturday,Fall,Walk-in,Single Kayak,2 Hours,1,41.04,None,0.00,0.00,41.04,Mia Thompson,Harbor Dock,Credit Card,Cloudy
WSR-2026-2399,2026-09-05,September,Saturday,Fall,Walk-in,Snorkel Set,2 Hours,1,19.44,None,0.00,0.00,19.44,Mia Thompson,Harbor Dock,Credit Card,Sunny
WSR-2026-2400,2026-09-05,September,Saturday,Fall,Online Booking,Fishing Kayak,1 Hour,1,34.56,None,0.00,0.00,34.56,Grace Lee,Beachfront Hut,Cash,Cloudy
WSR-2026-2401,2026-09-05,September,Saturday,Fall,Walk-in,Bodyboard,Half Day,1,36.72,None,0.00,0.00,36.72,Mia Thompson,Harbor Dock,Credit Card,Cloudy
WSR-2026-2402,2026-09-05,September,Saturday,Fall,Group/Event,Surfboard,1 Hour,1,23.76,None,0.00,0.00,23.76,Isaac Patel,Lagoon Launch,Credit Card,Sunny
WSR-2026-2403,2026-09-05,September,Saturday,Fall,Group/Event,Bodyboard,Full Day,1,51.84,None,0.00,5.18,46.66,Ava Martinez,Lagoon Launch,Debit Card,Sunny
WSR-2026-2404,2026-09-05,September,Saturday,Fall,Walk-in,Surfboard,Half Day,1,58.32,None,0.00,0.00,58.32,Grace Lee,Marina Kiosk,Gift Card,Cloudy
WSR-2026-2405,2026-09-05,September,Saturday,Fall,Online Booking,Pedal Boat,2 Hours,1,62.64,None,0.00,0.00,62.64,Grace Lee,Lagoon Launch,Credit Card,Sunny
WSR-2026-2406,2026-09-06,September,Sunday,Fall,Online Booking,Snorkel Set,1 Hour,1,12.96,None,0.00,0.00,12.96,Ben Carter,Beachfront Hut,Debit Card,Sunny
WSR-2026-2407,2026-09-06,September,Sunday,Fall,Walk-in,Stand-Up Paddle Board,1 Hour,1,28.08,None,0.00,0.00,28.08,Isaac Patel,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-2408,2026-09-06,September,Sunday,Fall,Group/Event,Stand-Up Paddle Board,Half Day,1,66.96,None,0.00,3.35,63.61,Chloe Nguyen,Harbor Dock,Credit Card,Sunny
WSR-2026-2409,2026-09-06,September,Sunday,Fall,Online Booking,Surfboard,2 Hours,1,38.88,GoPro Mount,8.00,0.00,46.88,Ben Carter,Resort Pier,Debit Card,Sunny
WSR-2026-2410,2026-09-06,September,Sunday,Fall,Group/Event,Surfboard,1 Hour,1,23.76,None,0.00,0.00,23.76,Mia Thompson,Resort Pier,Credit Card,Sunny
WSR-2026-2411,2026-09-06,September,Sunday,Fall,Walk-in,Snorkel Set,Full Day,1,43.20,None,0.00,0.00,43.20,Finn Johnson,Resort Pier,Debit Card,Windy
WSR-2026-2412,2026-09-06,September,Sunday,Fall,Resort Guest,Single Kayak,Half Day,1,62.64,None,0.00,0.00,62.64,Ava Martinez,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-2413,2026-09-06,September,Sunday,Fall,Online Booking,Hydro Bike,Half Day,1,77.76,Dry Bag,6.00,0.00,83.76,Chloe Nguyen,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-2414,2026-09-06,September,Sunday,Fall,Walk-in,Tandem Kayak,1 Hour,1,36.72,Dry Bag,6.00,0.00,42.72,Chloe Nguyen,Harbor Dock,Mobile Pay,Sunny
WSR-2026-2415,2026-09-06,September,Sunday,Fall,Walk-in,Tandem Kayak,Half Day,1,84.24,None,0.00,0.00,84.24,Hannah Brooks,Marina Kiosk,Credit Card,Sunny
WSR-2026-2416,2026-09-06,September,Sunday,Fall,Walk-in,Bodyboard,1 Hour,1,15.12,Dry Bag,6.00,0.00,21.12,Grace Lee,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-2417,2026-09-06,September,Sunday,Fall,Walk-in,Snorkel Set,2 Hours,1,19.44,Cooler Rental,10.00,0.00,29.44,Mia Thompson,Harbor Dock,Mobile Pay,Cloudy
WSR-2026-2418,2026-09-06,September,Sunday,Fall,Online Booking,Pedal Boat,2 Hours,1,62.64,Dry Bag,6.00,0.00,68.64,Ava Martinez,Harbor Dock,Credit Card,Cloudy
WSR-2026-2419,2026-09-06,September,Sunday,Fall,Online Booking,Single Kayak,Half Day,1,62.64,None,0.00,0.00,62.64,Mia Thompson,Harbor Dock,Mobile Pay,Sunny
WSR-2026-2420,2026-09-06,September,Sunday,Fall,Online Booking,Single Kayak,1 Hour,1,25.92,Phone Pouch,5.00,0.00,30.92,Ava Martinez,Resort Pier,Debit Card,Windy
WSR-2026-2421,2026-09-06,September,Sunday,Fall,Online Booking,Single Kayak,1 Hour,1,25.92,None,0.00,0.00,25.92,Hannah Brooks,Marina Kiosk,Credit Card,Sunny
WSR-2026-2422,2026-09-06,September,Sunday,Fall,Walk-in,Hydro Bike,1 Hour,1,32.40,None,0.00,0.00,32.40,Emma Wilson,Harbor Dock,Credit Card,Sunny
WSR-2026-2423,2026-09-06,September,Sunday,Fall,Group/Event,Pedal Boat,Half Day,1,92.88,None,0.00,0.00,92.88,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-2424,2026-09-06,September,Sunday,Fall,Resort Guest,Wetsuit Rental,1 Hour,1,10.80,None,0.00,0.00,10.80,Chloe Nguyen,Marina Kiosk,Debit Card,Sunny
WSR-2026-2425,2026-09-06,September,Sunday,Fall,Online Booking,Tandem Kayak,Full Day,1,120.96,Cooler Rental,10.00,0.00,130.96,Chloe Nguyen,Marina Kiosk,Credit Card,Sunny
WSR-2026-2426,2026-09-06,September,Sunday,Fall,Walk-in,Tandem Kayak,Half Day,1,84.24,Dry Bag,6.00,0.00,90.24,Ben Carter,Marina Kiosk,Debit Card,Sunny
WSR-2026-2427,2026-09-07,September,Monday,Fall,Online Booking,Stand-Up Paddle Board,2 Hours,1,48.30,Phone Pouch,5.00,0.00,53.30,Diego Ramirez,Resort Pier,Credit Card,Sunny
WSR-2026-2428,2026-09-07,September,Monday,Fall,Walk-in,Tandem Kayak,2 Hours,1,59.80,None,0.00,2.99,56.81,Hannah Brooks,Harbor Dock,Credit Card,Sunny
WSR-2026-2429,2026-09-07,September,Monday,Fall,Walk-in,Single Kayak,2 Hours,1,43.70,None,0.00,0.00,43.70,Grace Lee,Beachfront Hut,Credit Card,Sunny
WSR-2026-2430,2026-09-07,September,Monday,Fall,Walk-in,Single Kayak,2 Hours,1,43.70,Phone Pouch,5.00,0.00,48.70,Grace Lee,Resort Pier,Credit Card,Cloudy
WSR-2026-2431,2026-09-07,September,Monday,Fall,Walk-in,Stand-Up Paddle Board,2 Hours,1,48.30,Dry Bag,6.00,0.00,54.30,Grace Lee,Marina Kiosk,Gift Card,Cloudy
WSR-2026-2432,2026-09-07,September,Monday,Fall,Online Booking,Bodyboard,2 Hours,1,25.30,Phone Pouch,5.00,0.00,30.30,Diego Ramirez,Beachfront Hut,Credit Card,Sunny
WSR-2026-2433,2026-09-07,September,Monday,Fall,Resort Guest,Single Kayak,1 Hour,1,27.60,GoPro Mount,8.00,0.00,35.60,Mia Thompson,Marina Kiosk,Credit Card,Sunny
WSR-2026-2434,2026-09-07,September,Monday,Fall,Walk-in,Surfboard,Half Day,1,62.10,Phone Pouch,5.00,0.00,67.10,Finn Johnson,Harbor Dock,Credit Card,Sunny
WSR-2026-2435,2026-09-07,September,Monday,Fall,Walk-in,Surfboard,1 Hour,1,25.30,GoPro Mount,8.00,0.00,33.30,Finn Johnson,Lagoon Launch,Credit Card,Windy
WSR-2026-2436,2026-09-07,September,Monday,Fall,Online Booking,Stand-Up Paddle Board,2 Hours,1,48.30,None,0.00,0.00,48.30,Ava Martinez,Beachfront Hut,Credit Card,Sunny
WSR-2026-2437,2026-09-07,September,Monday,Fall,Resort Guest,Tandem Kayak,2 Hours,1,59.80,None,0.00,0.00,59.80,Emma Wilson,Marina Kiosk,Cash,Windy
WSR-2026-2438,2026-09-07,September,Monday,Fall,Walk-in,Tandem Kayak,2 Hours,1,59.80,GoPro Mount,8.00,0.00,67.80,Diego Ramirez,Marina Kiosk,Debit Card,Windy
WSR-2026-2439,2026-09-07,September,Monday,Fall,Online Booking,Stand-Up Paddle Board,2 Hours,1,48.30,None,0.00,0.00,48.30,Emma Wilson,Lagoon Launch,Cash,Sunny
WSR-2026-2440,2026-09-07,September,Monday,Fall,Online Booking,Snorkel Set,1 Hour,1,13.80,Phone Pouch,5.00,0.00,18.80,Grace Lee,Harbor Dock,Credit Card,Cloudy
WSR-2026-2441,2026-09-07,September,Monday,Fall,Online Booking,Fishing Kayak,1 Hour,1,36.80,Phone Pouch,5.00,2.09,39.71,Mia Thompson,Harbor Dock,Credit Card,Sunny
WSR-2026-2442,2026-09-08,September,Tuesday,Fall,Walk-in,Hydro Bike,Half Day,1,72.00,Phone Pouch,5.00,0.00,77.00,Chloe Nguyen,Beachfront Hut,Credit Card,Sunny
WSR-2026-2443,2026-09-08,September,Tuesday,Fall,Group/Event,Surfboard,2 Hours,1,36.00,None,0.00,1.80,34.20,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-2444,2026-09-08,September,Tuesday,Fall,Online Booking,Wetsuit Rental,2 Hours,1,16.00,Dry Bag,6.00,1.10,20.90,Diego Ramirez,Resort Pier,Cash,Sunny
WSR-2026-2445,2026-09-08,September,Tuesday,Fall,Online Booking,Single Kayak,2 Hours,1,38.00,Dry Bag,6.00,0.00,44.00,Diego Ramirez,Beachfront Hut,Debit Card,Sunny
WSR-2026-2446,2026-09-08,September,Tuesday,Fall,Resort Guest,Stand-Up Paddle Board,Full Day,1,88.00,None,0.00,0.00,88.00,Mia Thompson,Resort Pier,Credit Card,Cloudy
WSR-2026-2447,2026-09-08,September,Tuesday,Fall,Walk-in,Stand-Up Paddle Board,1 Hour,1,26.00,None,0.00,0.00,26.00,Mia Thompson,Harbor Dock,Credit Card,Windy
WSR-2026-2448,2026-09-08,September,Tuesday,Fall,Online Booking,Single Kayak,1 Hour,1,24.00,None,0.00,0.00,24.00,Chloe Nguyen,Harbor Dock,Debit Card,Sunny
WSR-2026-2449,2026-09-09,September,Wednesday,Fall,Online Booking,Surfboard,2 Hours,1,36.00,Premium Life Jacket,7.00,0.00,43.00,Ava Martinez,Marina Kiosk,Credit Card,Sunny
WSR-2026-2450,2026-09-09,September,Wednesday,Fall,Resort Guest,Bodyboard,Half Day,1,34.00,Phone Pouch,5.00,0.00,39.00,Emma Wilson,Lagoon Launch,Debit Card,Sunny
WSR-2026-2451,2026-09-09,September,Wednesday,Fall,Group/Event,Bodyboard,1 Hour,1,14.00,None,0.00,0.70,13.30,Ben Carter,Lagoon Launch,Debit Card,Sunny
WSR-2026-2452,2026-09-09,September,Wednesday,Fall,Online Booking,Stand-Up Paddle Board,2 Hours,1,42.00,None,0.00,0.00,42.00,Grace Lee,Harbor Dock,Credit Card,Sunny
WSR-2026-2453,2026-09-09,September,Wednesday,Fall,Member,Bodyboard,Half Day,1,34.00,Phone Pouch,5.00,5.85,33.15,Isaac Patel,Harbor Dock,Gift Card,Sunny
WSR-2026-2454,2026-09-09,September,Wednesday,Fall,Member,Single Kayak,2 Hours,1,38.00,None,0.00,5.70,32.30,Emma Wilson,Beachfront Hut,Cash,Cloudy
WSR-2026-2455,2026-09-09,September,Wednesday,Fall,Online Booking,Single Kayak,2 Hours,1,38.00,None,0.00,0.00,38.00,Emma Wilson,Harbor Dock,Debit Card,Windy
WSR-2026-2456,2026-09-09,September,Wednesday,Fall,Online Booking,Surfboard,Half Day,1,54.00,Dry Bag,6.00,0.00,60.00,Diego Ramirez,Beachfront Hut,Debit Card,Sunny
WSR-2026-2457,2026-09-09,September,Wednesday,Fall,Online Booking,Tandem Kayak,Half Day,1,78.00,None,0.00,0.00,78.00,Ben Carter,Beachfront Hut,Credit Card,Sunny
WSR-2026-2458,2026-09-09,September,Wednesday,Fall,Group/Event,Wetsuit Rental,1 Hour,1,10.00,GoPro Mount,8.00,0.00,18.00,Ava Martinez,Resort Pier,Mobile Pay,Sunny
WSR-2026-2459,2026-09-09,September,Wednesday,Fall,Walk-in,Surfboard,Half Day,1,54.00,Phone Pouch,5.00,0.00,59.00,Chloe Nguyen,Beachfront Hut,Debit Card,Cloudy
WSR-2026-2460,2026-09-10,September,Thursday,Fall,Online Booking,Stand-Up Paddle Board,Half Day,1,62.00,None,0.00,0.00,62.00,Mia Thompson,Beachfront Hut,Debit Card,Windy
WSR-2026-2461,2026-09-10,September,Thursday,Fall,Walk-in,Surfboard,Half Day,1,54.00,Cooler Rental,10.00,0.00,64.00,Ben Carter,Beachfront Hut,Credit Card,Sunny
WSR-2026-2462,2026-09-10,September,Thursday,Fall,Online Booking,Wetsuit Rental,2 Hours,1,16.00,None,0.00,0.00,16.00,Grace Lee,Beachfront Hut,Credit Card,Windy
WSR-2026-2463,2026-09-10,September,Thursday,Fall,Member,Single Kayak,Half Day,1,58.00,Premium Life Jacket,7.00,9.75,55.25,Isaac Patel,Marina Kiosk,Mobile Pay,Windy
WSR-2026-2464,2026-09-10,September,Thursday,Fall,Walk-in,Single Kayak,Half Day,1,58.00,None,0.00,0.00,58.00,Ben Carter,Resort Pier,Credit Card,Sunny
WSR-2026-2465,2026-09-10,September,Thursday,Fall,Resort Guest,Tandem Kayak,1 Hour,1,34.00,Phone Pouch,5.00,0.00,39.00,Chloe Nguyen,Harbor Dock,Credit Card,Sunny
WSR-2026-2466,2026-09-11,September,Friday,Fall,Group/Event,Single Kayak,1 Hour,1,24.00,GoPro Mount,8.00,3.20,28.80,Diego Ramirez,Lagoon Launch,Cash,Cloudy
WSR-2026-2467,2026-09-11,September,Friday,Fall,Online Booking,Bodyboard,2 Hours,1,22.00,None,0.00,0.00,22.00,Emma Wilson,Beachfront Hut,Debit Card,Windy
WSR-2026-2468,2026-09-11,September,Friday,Fall,Online Booking,Single Kayak,Full Day,1,84.00,Cooler Rental,10.00,0.00,94.00,Emma Wilson,Beachfront Hut,Credit Card,Rainy
WSR-2026-2469,2026-09-11,September,Friday,Fall,Online Booking,Fishing Kayak,2 Hours,1,50.00,None,0.00,0.00,50.00,Mia Thompson,Marina Kiosk,Credit Card,Sunny
WSR-2026-2470,2026-09-11,September,Friday,Fall,Walk-in,Single Kayak,Half Day,1,58.00,Phone Pouch,5.00,0.00,63.00,Mia Thompson,Beachfront Hut,Credit Card,Cloudy
WSR-2026-2471,2026-09-11,September,Friday,Fall,Member,Bodyboard,Half Day,1,34.00,None,0.00,3.40,30.60,Hannah Brooks,Harbor Dock,Credit Card,Windy
WSR-2026-2472,2026-09-11,September,Friday,Fall,Walk-in,Tandem Kayak,1 Hour,1,34.00,Waterproof Speaker,12.00,0.00,46.00,Finn Johnson,Lagoon Launch,Credit Card,Sunny
WSR-2026-2473,2026-09-11,September,Friday,Fall,Group/Event,Snorkel Set,2 Hours,1,18.00,None,0.00,1.80,16.20,Ava Martinez,Lagoon Launch,Credit Card,Windy
WSR-2026-2474,2026-09-11,September,Friday,Fall,Walk-in,Stand-Up Paddle Board,Half Day,1,62.00,None,0.00,0.00,62.00,Mia Thompson,Harbor Dock,Debit Card,Sunny
WSR-2026-2475,2026-09-11,September,Friday,Fall,Online Booking,Bodyboard,Full Day,1,48.00,None,0.00,0.00,48.00,Finn Johnson,Harbor Dock,Credit Card,Sunny
WSR-2026-2476,2026-09-11,September,Friday,Fall,Walk-in,Bodyboard,2 Hours,1,22.00,None,0.00,1.10,20.90,Chloe Nguyen,Beachfront Hut,Credit Card,Sunny
WSR-2026-2477,2026-09-11,September,Friday,Fall,Walk-in,Single Kayak,2 Hours,1,38.00,Waterproof Speaker,12.00,0.00,50.00,Isaac Patel,Harbor Dock,Credit Card,Sunny
WSR-2026-2478,2026-09-11,September,Friday,Fall,Walk-in,Stand-Up Paddle Board,2 Hours,1,42.00,Dry Bag,6.00,0.00,48.00,Ava Martinez,Beachfront Hut,Credit Card,Sunny
WSR-2026-2479,2026-09-12,September,Saturday,Fall,Group/Event,Stand-Up Paddle Board,2 Hours,1,45.36,None,0.00,0.00,45.36,Hannah Brooks,Resort Pier,Credit Card,Sunny
WSR-2026-2480,2026-09-12,September,Saturday,Fall,Walk-in,Stand-Up Paddle Board,2 Hours,1,45.36,None,0.00,0.00,45.36,Hannah Brooks,Beachfront Hut,Debit Card,Sunny
WSR-2026-2481,2026-09-12,September,Saturday,Fall,Resort Guest,Bodyboard,1 Hour,1,15.12,None,0.00,0.00,15.12,Isaac Patel,Lagoon Launch,Credit Card,Sunny
WSR-2026-2482,2026-09-12,September,Saturday,Fall,Walk-in,Tandem Kayak,Half Day,1,84.24,None,0.00,0.00,84.24,Grace Lee,Resort Pier,Debit Card,Rainy
WSR-2026-2483,2026-09-12,September,Saturday,Fall,Walk-in,Tandem Kayak,2 Hours,1,56.16,Premium Life Jacket,7.00,0.00,63.16,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-2484,2026-09-12,September,Saturday,Fall,Group/Event,Stand-Up Paddle Board,Half Day,1,66.96,None,0.00,0.00,66.96,Grace Lee,Beachfront Hut,Credit Card,Cloudy
WSR-2026-2485,2026-09-12,September,Saturday,Fall,Walk-in,Single Kayak,1 Hour,1,25.92,None,0.00,0.00,25.92,Isaac Patel,Resort Pier,Mobile Pay,Sunny
WSR-2026-2486,2026-09-12,September,Saturday,Fall,Group/Event,Snorkel Set,2 Hours,1,19.44,Dry Bag,6.00,2.54,22.90,Mia Thompson,Resort Pier,Credit Card,Rainy
